chart_name,chart_type,main_chart_marks_precision,main_chart_marks_recall,main_chart_marks_f1,main_chart_marks_jaccard,main_chart_marks_accuracy,main_chart_marks_tp,main_chart_marks_fp,main_chart_marks_fn,main_chart_marks_predicted_count,main_chart_marks_ground_truth_count,main_chart_marks_is_empty_match,axis_labels_precision,axis_labels_recall,axis_labels_f1,axis_labels_jaccard,axis_labels_accuracy,axis_labels_tp,axis_labels_fp,axis_labels_fn,axis_labels_predicted_count,axis_labels_ground_truth_count,axis_labels_is_empty_match,axis_titles_precision,axis_titles_recall,axis_titles_f1,axis_titles_jaccard,axis_titles_accuracy,axis_titles_tp,axis_titles_fp,axis_titles_fn,axis_titles_predicted_count,axis_titles_ground_truth_count,axis_titles_is_empty_match,legend_labels_precision,legend_labels_recall,legend_labels_f1,legend_labels_jaccard,legend_labels_accuracy,legend_labels_tp,legend_labels_fp,legend_labels_fn,legend_labels_predicted_count,legend_labels_ground_truth_count,legend_labels_is_empty_match,legend_marks_precision,legend_marks_recall,legend_marks_f1,legend_marks_jaccard,legend_marks_accuracy,legend_marks_tp,legend_marks_fp,legend_marks_fn,legend_marks_predicted_count,legend_marks_ground_truth_count,legend_marks_is_empty_match,legend_titles_precision,legend_titles_recall,legend_titles_f1,legend_titles_jaccard,legend_titles_accuracy,legend_titles_tp,legend_titles_fp,legend_titles_fn,legend_titles_predicted_count,legend_titles_ground_truth_count,legend_titles_is_empty_match,overall_f1,evaluated_at,status
MarimekkoChart3,MarimekkoChart,1.0,1.0,1.0,1.0,1.0,8,0,0,8,8,False,1.0,1.0,1.0,1.0,1.0,9,0,0,9,9,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.142682,success
PolarAreaChart16,PolarAreaChart,1.0,1.0,1.0,1.0,1.0,36,0,0,36,36,False,0.0,0.0,0.0,0.0,0.0,0,12,0,12,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.143884,success
KagiChart14,KagiChart,1.0,1.0,1.0,1.0,1.0,16,0,0,16,16,False,1.0,1.0,1.0,1.0,1.0,31,0,0,31,31,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.145141,success
ConnectedDotPlot2,ConnectedDotPlot,1.0,0.8,0.888888888888889,0.8,0.8,28,0,7,28,35,False,1.0,1.0,1.0,1.0,1.0,11,0,0,11,11,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9814814814814815,2025-06-27T22:14:04.146344,success
BubbleChart23,BubbleChart,1.0,1.0,1.0,1.0,1.0,392,0,0,392,392,False,1.0,1.0,1.0,1.0,1.0,12,0,0,12,12,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.148646,success
BumpChart17,BumpChart,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,False,1.0,0.7058823529411765,0.8275862068965517,0.7058823529411765,0.7058823529411765,12,0,5,12,17,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9712643678160919,2025-06-27T22:14:04.149699,success
CirclePacking20,CirclePacking,1.0,1.0,1.0,1.0,1.0,220,0,0,220,220,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.153299,success
ParallelCoordinatesPlot2,ParallelCoordinatesPlot,1.0,1.0,1.0,1.0,1.0,32,0,0,32,32,False,0.0,0.0,0.0,0.0,0.0,0,3,0,3,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.154587,success
StreamGraph11,StreamGraph,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,27,0,0,27,27,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.155623,success
KagiChart1,KagiChart,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,10,0,20,10,30,False,0.7,1.0,0.8235294117647058,0.7,1.0,21,9,0,30,21,False,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.7205882352941176,2025-06-27T22:14:04.156676,success
LineGraph29,LineGraph,1.0,0.05263157894736842,0.1,0.05263157894736842,0.05263157894736842,5,0,90,5,95,False,0.9666666666666667,1.0,0.983050847457627,0.9666666666666667,1.0,29,1,0,30,29,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,90,0,90,0,False,0.0,0.0,0.0,0.0,0.0,0,90,0,90,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.5138418079096044,2025-06-27T22:14:04.158205,success
Scatterplot9,Scatterplot,1.0,1.0,1.0,1.0,1.0,110,0,0,110,110,False,1.0,1.0,1.0,1.0,1.0,21,0,0,21,21,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.159608,success
Heatmap4,Heatmap,1.0,1.0,1.0,1.0,1.0,600,0,0,600,600,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.162042,success
LineGraph15,LineGraph,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,14,0,0,14,14,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.162883,success
MarimekkoChart21,MarimekkoChart,1.0,1.0,1.0,1.0,1.0,237,0,0,237,237,False,1.0,1.0,1.0,1.0,1.0,14,0,0,14,14,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,6,0,0,6,6,False,0.0,0.0,0.0,0.0,0.0,0,6,0,6,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.164541,success
BoxAndWhisker11,BoxAndWhisker,1.0,0.9175257731958762,0.956989247311828,0.9175257731958762,0.9175257731958762,89,0,8,89,97,False,1.0,1.0,1.0,1.0,1.0,8,0,0,8,8,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.992831541218638,2025-06-27T22:14:04.165965,success
CandlestickChart13,CandlestickChart,1.0,1.0,1.0,1.0,1.0,30,0,0,30,30,False,1.0,1.0,1.0,1.0,1.0,11,0,0,11,11,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.166945,success
WaterfallChart11,WaterfallChart,1.0,1.0,1.0,1.0,1.0,7,0,0,7,7,False,1.0,1.0,1.0,1.0,1.0,12,0,0,12,12,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.167889,success
Heatmap17,Heatmap,1.0,1.0,1.0,1.0,1.0,199,0,0,199,199,False,0.0,0.0,0.0,0.0,0.0,0,4,0,4,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.6666666666666666,2025-06-27T22:14:04.169275,success
WordCloud9,WordCloud,0.0,0.0,0.0,0.0,0.0,0,0,75,0,75,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.170183,success
StackedAreaChart4,StackedAreaChart,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,0.9444444444444444,1.0,0.9714285714285714,0.9444444444444444,1.0,17,1,0,18,17,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9952380952380953,2025-06-27T22:14:04.171354,success
PieChart8,PieChart,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.172205,success
RadialBarChart11,RadialBarChart,1.0,1.0,1.0,1.0,1.0,12,0,0,12,12,False,1.0,0.7333333333333333,0.846153846153846,0.7333333333333333,0.7333333333333333,11,0,4,11,15,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,4,0,4,0,False,0.0,0.0,0.0,0.0,0.0,0,4,0,4,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.641025641025641,2025-06-27T22:14:04.173143,success
WaffleChart16,WaffleChart,1.0,0.5051546391752577,0.6712328767123288,0.5051546391752577,0.5051546391752577,49,0,48,49,97,False,0.0,0.0,0.0,0.0,0.0,0,48,0,48,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,31,0,31,0,False,0.0,0.0,0.0,0.0,0.0,0,3,0,3,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.4452054794520548,2025-06-27T22:14:04.174501,success
StackedAreaChart9,StackedAreaChart,1.0,1.0,1.0,1.0,1.0,14,0,0,14,14,False,1.0,1.0,1.0,1.0,1.0,20,0,0,20,20,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.175732,success
RadialBarChart20,RadialBarChart,1.0,0.5,0.6666666666666666,0.5,0.5,10,0,10,10,20,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9444444444444443,2025-06-27T22:14:04.176857,success
RangeChart7,RangeChart,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,28,0,0,28,28,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.177786,success
BarChartInRadialLayout7,BarChartInRadialLayout,1.0,1.0,1.0,1.0,1.0,252,0,0,252,252,False,0.0,0.0,0.0,0.0,0.0,0,36,8,36,8,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,6,0,0,6,6,False,1.0,1.0,1.0,1.0,1.0,6,0,0,6,6,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.179879,success
AreaChart12,AreaChart,0.0,0.0,0.0,0.0,0.0,0,128,2,128,2,False,0.0,0.0,0.0,0.0,0.0,0,22,0,22,0,False,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.5,2025-06-27T22:14:04.180850,success
StreamGraph5,StreamGraph,1.0,1.0,1.0,1.0,1.0,7,0,0,7,7,False,0.0,0.0,0.0,0.0,0.0,0,0,80,0,80,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.182037,success
WordCloud4,WordCloud,1.0,1.0,1.0,1.0,1.0,200,0,0,200,200,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,7,0,0,7,7,False,1.0,1.0,1.0,1.0,1.0,7,0,0,7,7,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.183535,success
WaterfallChart20,WaterfallChart,1.0,1.0,1.0,1.0,1.0,9,0,0,9,9,False,0.0,0.0,0.0,0.0,0.0,0,15,0,15,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.184807,success
DotPlot1,DotPlot,0.0,0.0,0.0,0.0,0.0,0,30,9,30,9,False,0.35,1.0,0.5185185185185185,0.35,1.0,7,13,0,20,7,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,0.5864197530864198,2025-06-27T22:14:04.185759,success
Calendar12,Calendar,0.7380952380952381,0.5,0.5961538461538461,0.4246575342465753,0.5,31,11,31,42,62,False,1.0,1.0,1.0,1.0,1.0,7,0,0,7,7,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.7660256410256411,2025-06-27T22:14:04.187011,success
DonutChart16,DonutChart,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.187788,success
BarChartInRadialLayout12,BarChartInRadialLayout,1.0,1.0,1.0,1.0,1.0,168,0,0,168,168,False,1.0,0.8571428571428571,0.923076923076923,0.8571428571428571,0.8571428571428571,24,0,4,24,28,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,7,0,0,7,7,False,1.0,1.0,1.0,1.0,1.0,7,0,0,7,7,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9871794871794872,2025-06-27T22:14:04.189252,success
RangeChart13,RangeChart,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,15,0,0,15,15,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.190189,success
Scatterplot4,Scatterplot,1.0,1.0,1.0,1.0,1.0,11,0,0,11,11,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.191349,success
StreamGraph20,StreamGraph,1.0,1.0,1.0,1.0,1.0,9,0,0,9,9,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.192270,success
Heatmap9,Heatmap,1.0,1.0,1.0,1.0,1.0,144,0,0,144,144,False,1.0,0.5,0.6666666666666666,0.5,0.5,12,0,12,12,24,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,12,0,12,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.7777777777777777,2025-06-27T22:14:04.193757,success
LineGraph18,LineGraph,1.0,1.0,1.0,1.0,1.0,52,0,0,52,52,False,1.0,1.0,1.0,1.0,1.0,11,0,0,11,11,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,False,0.5,1.0,0.6666666666666666,0.5,1.0,5,5,0,10,5,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9444444444444445,2025-06-27T22:14:04.194828,success
LineGraph30,LineGraph,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,7,0,0,7,7,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,4,0,0,4,4,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.195771,success
GroupedBarChart3,GroupedBarChart,1.0,1.0,1.0,1.0,1.0,12,0,0,12,12,False,0.0,0.0,0.0,0.0,0.0,0,15,0,15,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.196707,success
ConnectedDotPlot17,ConnectedDotPlot,1.0,1.0,1.0,1.0,1.0,36,0,0,36,36,False,0.6578947368421053,1.0,0.7936507936507937,0.6578947368421053,1.0,25,13,0,38,25,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9656084656084656,2025-06-27T22:14:04.197793,success
AreaChart2,AreaChart,0.0,0.0,0.0,0.0,0.0,0,6,1,6,1,False,1.0,0.875,0.9333333333333333,0.875,0.875,21,0,3,21,24,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8222222222222223,2025-06-27T22:14:04.198730,success
RadarChart2,RadarChart,1.0,1.0,1.0,1.0,1.0,3,0,0,3,3,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,10,0,10,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.8333333333333334,2025-06-27T22:14:04.199635,success
CirclePacking11,CirclePacking,1.0,1.0,1.0,1.0,1.0,74,0,0,74,74,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.200931,success
BubbleChart12,BubbleChart,1.0,1.0,1.0,1.0,1.0,169,0,0,169,169,False,1.0,1.0,1.0,1.0,1.0,30,0,0,30,30,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,6,0,0,6,6,False,1.0,1.0,1.0,1.0,1.0,6,0,0,6,6,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,2025-06-27T22:14:04.202534,success
KagiChart19,KagiChart,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,15,0,0,15,15,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.203374,success
Treemap2,Treemap,1.0,1.0,1.0,1.0,1.0,6,0,0,6,6,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.204536,success
SpiralPlot17,SpiralPlot,1.0,1.0,1.0,1.0,1.0,898,0,0,898,898,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,False,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,False,0.5,2025-06-27T22:14:04.208161,success
PieChart17,PieChart,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.209531,success
CirclePacking5,CirclePacking,1.0,1.0,1.0,1.0,1.0,252,0,0,252,252,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.211542,success
CandlestickChart8,CandlestickChart,1.0,0.5,0.6666666666666666,0.5,0.5,120,0,120,120,240,False,1.0,1.0,1.0,1.0,1.0,20,0,0,20,20,False,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.9444444444444443,2025-06-27T22:14:04.213676,success
ViolinPlot18,ViolinPlot,1.0,0.2,0.33333333333333337,0.2,0.2,2,0,8,2,10,False,0.0,0.0,0.0,0.0,0.0,0,14,0,14,0,False,0.0,0.0,0.0,0.0,0.0,0,30,19,30,19,False,0.0,0.0,0.0,0.0,0.0,0,13,0,13,0,False,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,0.22222222222222224,2025-06-27T22:14:04.215082,success
ConnectedScatterPlot2,ConnectedScatterPlot,1.0,1.0,1.0,1.0,1.0,56,0,0,56,56,False,1.0,1.0,1.0,1.0,1.0,23,0,0,23,23,False,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,False,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,1.0,2025-06-27T22:14:04.216386,success
